"Parlamentar","Data Desbloqueio","Ano de Exercicio","Unidade Orcamentaria Cod","Unidade Orcamentaria Desc","SubTítulo","Código da Emenda","Nota Dotação","Ds Observação","Código Unidade Gestora","Código Programa Trabalho","Código Natureza Despesa","Vl Solicitado"
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","REALIZAÇÃO DE EVENTOS-APOIO À REALIZAÇÃO DA PAIXÃO DO CRISTO NEGRO-DISTRITO FEDERAL","465","s/n","284 ","","230101","13 .392.6219.3678.0020","339039","-50000","0","0","0","0","50000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO À REALIZAÇÃO DA VIA SACRA DOS SURDOS-DISTRITO FEDERAL","540","s/n","284 ","","230101","13 .392.6219.4090.0028","339039","-150000","0","0","0","0","150000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO AO PROJETO DA REVISTA TRAÇOS-DISTRITO FEDERAL                                                                                                                                                                                       ","5106","s/n","284 ","","230101","13 .392.6219.4090.0066","335041","300000","0","300000","0","0","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","25101","SECRETARIA DE ESTADO DE TRABALHO, DESENVOLVIMENTO ","APOIO A EVENTOS-APOIO A AÇÕES DE ASSISTÊNCIA E ACOMPANHAMENTO SOCIAL DO PROJETO DA REVISTA TRAÇOS-DISTRITO FEDERAL                                                                                                                                        ","1031","s/n","284 ","","250101","08 .244.6219.4090.0033","335039","0","0","0","0","0","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","25101","SECRETARIA DE ESTADO DE TRABALHO, DESENVOLVIMENTO ","APOIO A EVENTOS-APOIO A ASSISTÊNCIA E ACOMPANHAMENTO SOCIAL DO PROJETO DA REVISTA TRAÇOS PELA ASSOCIAÇÃO TRAÇOS DE COMUNICAÇÃO E CULTURA-DISTRITO FEDERAL                                                                                                 ","1070","s/n","284 ","","250101","08 .244.6219.4090.0045","335039","300000","0","300000","0","0","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO À REALIZAÇÃO DA VIA SACRA DOS SURDOS-DISTRITO FEDERAL","540","s/n","284 ","","340101","13 .392.6219.4090.0028","339039","150000","40826,77","0","40826,77","109173,23","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REALIZAÇÃO DE EVENTOS- PARA PROMOÇÃO DE LAZER EM TODO O DF-DISTRITO FEDERAL                                                                                                                                                                               ","478","s/n","284 ","","340101","27 .812.6206.3678.0013","335039","-705000","0","0","0","195000","900000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REALIZAÇÃO DE EVENTOS- PARA PROMOÇÃO DE LAZER EM TODO O DF-DISTRITO FEDERAL                                                                                                                                                                               ","478","s/n","284 ","","340101","27 .812.6206.3678.0013","335041","1048000","1046757,38","0","1046757,38","1242,62","0","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","REALIZAÇÃO DE EVENTOS- PARA PROMOÇÃO DE LAZER EM TODO O DF-DISTRITO FEDERAL                                                                                                                                                                               ","478","s/n","284 ","","340101","27 .812.6206.3678.0013","339039","-343000","0","0","0","80000","423000","300000","300000",""
"CLÁUDIO ABRANTES","2017/01/20 00:00:00","01/2017","2017","59108","ADMINISTRAÇÃO REGIONAL DE PLANALTINA - RA VI      ","REALIZAÇÃO DE EVENTOS-APOIO À REALIZAÇÃO DA FESTA DO DIVINO DE PLANALTINA- PLANALTINA                                                                                                                                                                     ","475","s/n","284 ","","340101","13 .392.6219.3678.0019","339039","250000","75487,54","0","75487,54","174512,46","0","300000","300000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","DESCENTRALIZAÇÃO DE RECURSOS FINANCEIROS PARA AS E-PROGRAMA DE DESCENTRALIZAÇÃO DE RECURSOS FINANCEIROS PARA AS ESCOLAS - PDAF-DISTRITO FEDERAL","169","003/2017","171 ","","160101","12 .122.6221.2387.0007","335043","0","969000","1000","969000","30000","1000000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","DESCENTRALIZAÇÃO DE RECURSOS FINANCEIROS PARA AS ESCOLAS-SE-DISTRITO FEDERAL                                                                                                                                                                              ","4051","003/2017","171 ","","160101","12 .122.6221.2387.0033","335043","600000","0","90000","0","510000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","DESCENTRALIZAÇÃO DE RECURSOS FINANCEIROS PARA AS ESCOLAS-SE-DISTRITO FEDERAL                                                                                                                                                                              ","5056","003/2017","171 ","","160101","12 .122.6221.2387.0056","335043","220000","0","220000","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","18101","SECRETARIA DE ESTADO DE  EDUCAÇÃO DO DISTRITO FEDE","REFORMA DE UNIDADES DE ENSINO MÉDIO-REFORMA E AMPLIAÇÃO DO CENTRO INTERESCOLARES DE LINGUAS - CIL - QR 407 DE SAMAMBAIA-REGIÃO XII - SAMAMBAIA","183","003/2017","171 ","","160101","12 .362.6221.3237.0007","449051","-300000","0","0","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","23901","FUNDO DE SAÚDE DO DISTRITO FEDERAL                ","CONSTRUÇÃO DE UNIDADES BÁSICAS DE SAÚDE- RIACHO FUNDO II- RIACHO FUNDO II                                                                                                                                                                                 ","174","003/2017","171 ","","170901","10 .301.6202.3135.0009","449051","0","0","1700000","0","0","1700000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59104","ADMINISTRAÇÃO REGIONAL DO GAMA - RA II            ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DO GAMA-REGIÃO II - GAMA- GAMA                                                                                                             ","541","003/2017","171 ","","190104","15 .451.6210.1110.0087","449051","-420000","0","80000","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59104","ADMINISTRAÇÃO REGIONAL DO GAMA - RA II            ","CONSTRUÇÃO DE QUADRAS DE ESPORTES-- GAMA                                                                                                                                                                                                                  ","4022","003/2017","171 ","","190104","27 .812.6206.1745.0021","449051","420000","0","0","0","420000","0","70000","250000","694940"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59105","ADMINISTRAÇÃO REGIONAL DE TAGUATINGA - RA III     ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE TAGUATINGA- TAGUATINGA                                                                                                                  ","201","003/2017","171 ","","190105","15 .451.6210.1110.0092","449051","0","0","200000","0","0","200000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59107","ADMINISTRAÇÃO REGIONAL DE SOBRADINHO - RA V       ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SOBRADINHO- SOBRADINHO                                                                                                                  ","193","003/2017","171 ","","190107","15 .451.6210.1110.0098","449051","-230000","156967,06","110000","0","3032,94","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59107","ADMINISTRAÇÃO REGIONAL DE SOBRADINHO - RA V       ","AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PÚBLICA-AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PUBLICA EM SOBRADINHO-DISTRITO FEDERAL                                                                                                                                            ","1176","003/2017","171 ","","190107","25 .451.6216.1763.0010","449051","30000","0","0","0","30000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59108","ADMINISTRAÇÃO REGIONAL DE PLANALTINA - RA VI      ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE PLANALTINA- PLANALTINA                                                                                                                  ","544","003/2017","171 ","","190108","15 .451.6210.1110.0102","449051","-100000","0","400000","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59111","ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA - RA IX       ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE CEILÂNDIA- CEILÂNDIA                                                                                                                    ","199","003/2017","171 ","","190111","15 .451.6210.1110.0119","449051","0","0","8572","0","220000","228572","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","REFORMA DE QUADRAS DE ESPORTES- IMPLANTAÇÃO DE COBERTURA E REFORMA DE QUADRAS DE ESPORTE-DISTRITO FEDERAL                                                                                                                                                 ","180","003/2017","171 ","","190113","15 .451.6206.3440.0004","449051","150000","0","0","0","150000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","REFORMA DE PRÉDIOS E PRÓPRIOS-REFORMA DO ESTÁDIO DE SAMAMBAIA- SAMAMBAIA                                                                                                                                                                                  ","1145","003/2017","171 ","","190114","04 .451.6001.3903.0002","449051","200000","0","200000","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","REFORMA DE PRAÇAS PÚBLICAS E PARQUES-- SAMAMBAIA-DISTRITO FEDERAL                                                                                                                                                                                         ","33020","003/2017","171 ","","190114","15 .451.6206.3902.0029","449051","200000","0","0","0","200000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SAMAMBAIA- SAMAMBAIA                                                                                                                    ","543","003/2017","171 ","","190114","15 .451.6210.1110.0010","449051","-900000","0","600000","0","0","1500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PÚBLICA-DAS QUADRAS 101, 102, 301 E 302 - SAMAMBAIA-DISTRITO FEDERAL                                                                                                                                                      ","3020","003/2017","171 ","","190114","15 .752.6210.1763.0014","449051","250000","233054,98","0","233054,98","16945,02","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PÚBLICA-AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PUBLICA- SAMAMBAIA                                                                                                                                                                ","1114","003/2017","171 ","","190114","15 .752.6216.1763.0008","449051","400000","323786,95","0","323786,95","76213,05","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","REFORMA DE QUADRAS DE ESPORTES--DISTRITO FEDERAL                                                                                                                                                                                                          ","33320","003/2017","171 ","","190114","27 .812.6206.3440.0025","449051","200000","0","0","0","200000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","APOIO A EVENTOS-ESPORTIVOS NA REGIAO ADMINISTRATIVA- SAMAMBAIA                                                                                                                                                                                            ","1075","003/2017","171 ","","190114","27 .812.6206.4090.0048","339030","134310","98376,4","0","0","35933,6","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","APOIO A EVENTOS-ESPORTIVOS NA REGIAO ADMINISTRATIVA- SAMAMBAIA                                                                                                                                                                                            ","1075","003/2017","171 ","","190114","27 .812.6206.4090.0048","339031","28467","28466,4","0","28466,4","0,6","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","APOIO A EVENTOS-ESPORTIVOS NA REGIAO ADMINISTRATIVA- SAMAMBAIA                                                                                                                                                                                            ","1075","003/2017","171 ","","190114","27 .812.6206.4090.0048","339039","87223","0","0","0","87223","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59116","ADMINISTRAÇÃO REGIONAL DE SÃO SEBASTIÃO - RA XIV  ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SÃO SEBASTIÃO- SÃO SEBASTIÃO                                                                                                            ","198","003/2017","171 ","","190116","15 .451.6210.1110.0019","449051","0","0","200000","0","0","200000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59117","ADMINISTRAÇÃO REGIONAL DO RECANTO DAS EMAS - RA XV","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SANTA MARIA- RECANTO DAS EMAS                                                                                                           ","197","003/2017","171 ","","190117","15 .451.6210.1110.0023","449051","-200000","0","200000","0","0","400000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO A EVENTOS NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","539","003/2017","171 ","","190119","27 .392.6219.4090.0016","339036","5000","5000","0","5000","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO A EVENTOS NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","539","003/2017","171 ","","190119","27 .392.6219.4090.0016","339039","95000","94999,96","0","94999,96","0,04","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59122","ADMINISTRAÇÃO REGIONAL DE ÁGUAS CLARAS - RA XX    ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE ÁGUAS CLARAS- ÁGUAS CLARAS                                                                                                              ","200","003/2017","171 ","","190122","15 .451.6210.1110.0031","449051","0","0","300000","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","16101","SECRETARIA  DE ESTADO DE CULTURA DO DISTRITO FEDER","APOIO A EVENTOS-APOIO A EVENTOS NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","539","003/2017","171 ","","190123","27 .392.6219.4090.0016","339039","60000","59112,79","0","47202,9","887,21","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59123","ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II - RA XXI","CONSERVAÇÃO DAS ESTRUTURAS FÍSICAS DE EDIFICAÇÕES PÚBLICAS-CONSERVAÇÃO DAS ESTRUTURAS FÍSICAS DE EDIFICAÇÕES PÚBLICAS-DISTRITO FEDERAL                                                                                                                    ","33021","003/2017","171 ","","190123","04 .122.6001.2396.0001","339030","25000","24999,73","0","0","0,27","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59123","ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II - RA XXI","REALIZAÇÃO DE EVENTOS-REALIZAÇÃO DE EVENTOS CULTURAIS-DISTRITO FEDERAL                                                                                                                                                                                    ","3021","003/2017","171 ","","190123","13 .392.6206.3678.0044","339039","30000","0","0","0","30000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59123","ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II - RA XXI","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA RIACHO FUNDO II- RIACHO FUNDO II                                                                                                           ","192","003/2017","171 ","","190123","15 .451.6210.1110.0034","449051","-55000","0","945000","0","0","1000000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59123","ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II - RA XXI","AMPLIAÇÃO DA REDE DE ILUMINAÇÃO PÚBLICA-- RIACHO FUNDO II                                                                                                                                                                                                 ","1074","003/2017","171 ","","190123","25 .451.6216.1763.0013","449051","200000","0","160000","0","40000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59123","ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO II - RA XXI","APOIO A EVENTOS-- RIACHO FUNDO II                                                                                                                                                                                                                         ","1073","003/2017","171 ","","190123","27 .812.6206.4090.0047","339039","200000","0","160000","0","40000","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59127","ADMINISTRAÇÃO REGIONAL DO SETOR COMPLEMENTAR DE IN","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DA ESTRUTURAL- SETOR COMPL. DE IND. E ABASTECIMENTO                                                                                        ","188","003/2017","171 ","","190127","15 .451.6210.1110.0043","449051","0","0","300000","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59128","ADMINISTRAÇÃO REGIONAL DE SOBRADINHO II - RA XXVI ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SOBRADINHO II-  SOBRADINHO II                                                                                                           ","196","003/2017","171 ","","190128","15 .451.6210.1110.0046","449051","-100000","0","200000","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59129","ADMINISTRAÇÃO REGIONAL DO JARDIM BOTÂNICO - RA XXV","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DO JARDIM BOTÂNICO- JARDIM BOTÂNICO                                                                                                        ","194","003/2017","171 ","","190129","15 .451.6210.1110.0048","449051","-100000","0","500000","0","0","600000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE ESPAÇO CULTURAL-CASA DE CULTURA DE- PLANALTINA                                                                                                                                                                                              ","9009","003/2017","171 ","","190201","15 .392.6219.5968.0004","449051","250000","250000","0","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE ESPAÇO CULTURAL-CASA DE CULTURA DE- PLANALTINA                                                                                                                                                                                              ","9009","003/2017","171 ","","190201","15 .392.6219.5968.0004","449052","0","0","0","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE PRAÇAS PÚBLICAS E PARQUES- IMPLANTAÇÃO DA PRAÇA DO AREAL-DISTRITO FEDERAL                                                                                                                                                                   ","182","003/2017","171 ","","190201","15 .451.6206.1950.0005","449051","0","0","200000","0","0","200000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE PRAÇAS PÚBLICAS E PARQUES- CONSTRUÇÃO DE PARQUES INFANTIS DO DISTRITO FEDERAL-DISTRITO FEDERAL                                                                                                                                              ","179","003/2017","171 ","","190201","15 .451.6206.1950.0006","449051","0","0","200000","0","0","200000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","REFORMA DE QUADRAS DE ESPORTES- IMPLANTAÇÃO DE COBERTURA E REFORMA DE QUADRAS DE ESPORTE-DISTRITO FEDERAL                                                                                                                                                 ","180","003/2017","171 ","","190201","15 .451.6206.3440.0004","449051","-250000","0","250000","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","IMPLANTAÇÃO DE INFRA-ESTRUTURA ESPORTIVA- IMPLANTAÇÃO DE PECS NO DF-DISTRITO FEDERAL                                                                                                                                                                      ","178","003/2017","171 ","","190201","15 .451.6206.3596.0004","449051","-195000","0","0","0","0","195000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE FEIRAS- IMPLANTAÇÃO DA FEIRA DO RIACHO FUNDO II- RIACHO FUNDO II                                                                                                                                                                            ","175","003/2017","171 ","","190201","15 .451.6207.1302.0002","449051","2","0","500002","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE FEIRAS-IMPLANTAÇÃO DA FEIRA DO RIACHO FUNDO II-DISTRITO FEDERAL                                                                                                                                                                             ","1177","003/2017","171 ","","190201","15 .451.6207.1302.0003","449051","210001","0","210001","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","REFORMA DE FEIRAS- REFORMA DE FEIRA DA REGIÃO ADMINISTRATIVA DE SANTA MARIA- SANTA MARIA                                                                                                                                                                  ","181","003/2017","171 ","","190201","15 .451.6207.3247.0001","449051","-300000","0","0","0","0","300000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DISTRITO FEDERAL","184","003/2017","171 ","","190201","15 .451.6210.1110.0065","449051","-600000","0","400000","0","0","1000000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRAESTRUTURA E URBANIZAÇÃO NAS REGIÕES ADMINISTRATIVAS DO-DISTRITO FEDERAL                                                                                                                      ","9017","003/2017","171 ","","190201","15 .451.6210.1110.0171","449051","700000","0","700000","0","0","0","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA DE IDOSOS- CCI - VARJÃO- VARJÃO                                                                                                                                                                                       ","187","003/2017","171 ","","190201","15 .451.6228.7294.0001","449051","0","0","500000","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA- EM PRAÇAS E QUADRAS DE ESPORTE - RIACHO FUNDO II- RIACHO FUNDO II                                                                                                                                             ","176","003/2017","171 ","","190201","15 .752.6210.1836.0010","449051","-200000","0","300000","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","22201","COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL -","AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA- EM PRAÇAS E QUADRAS DE ESPORTE - SAMAMBAIAI- SAMAMBAIA                                                                                                                                                        ","177","003/2017","171 ","","190201","15 .752.6210.1836.0011","449051","-300000","0","200000","0","0","500000","70000","250000",""
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","34101","SECRETARIA DE ESTADO DE ESPORTE, TURISMO E LAZER D","MANUTENÇÃO DE CENTROS ESPORTIVOS-CENTROS OLÍMPICOS E PARAOLÍMPICOS-DISTRITO FEDERAL                                                                                                                                                                       ","5127","003/2017","171 ","","190201","27 .812.6206.4035.0001","339039","1700000","1700000","0","0","0","0","70000","250000","500000"
"JÚLIO CÉSAR","2017/01/27 00:00:00","01/2017","2017","59114","ADMINISTRAÇÃO REGIONAL DE SAMAMBAIA - RA XII      ","EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-REALIZAÇÃO DE OBRAS DE INFRA-ESTRUTURA E URBANIZAÇÃO NA REGIÃO ADMINISTRATIVA DE SAMAMBAIA- SAMAMBAIA                                                                                                                    ","543","003/2017","171 ","","190201","15 .451.6210.1110.0010","449051","400000","400000","0","108268,9","0","0","70000","250000",""
